,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,Fraud,acid_balance_ratio,sulfur_preservation_index,ph_volatile_interaction,low_sulfur_indicator,acidity_sugar_balance
3604,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,Legit,True,0,0.04,3.6261287241091598,0.9352,0,2.649902476754054
3605,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,Legit,True,0,0.023809523809523808,3.911521443121589,0.668,0,3.3732829786167886
3606,5.6,0.18,0.31,1.5,0.038,16.0,84.0,0.9924,3.34,0.58,10.1,Legit,True,0,0.03214285714285715,1.7457431218879391,0.6012,1,6.308041540677544
3607,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,Legit,True,0,0.020833333333333332,1.6654083300081026,0.528,1,7.138560012905033
3608,8.0,0.4,0.33,7.7,0.034,27.0,98.0,0.9935,3.18,0.41,12.2,Legit,True,0,0.05,2.727411870290969,1.2720000000000002,1,3.882915265248096
3609,7.0,0.25,0.56,2.0,0.035,20.0,95.0,0.9918,3.23,0.53,11.0,Legit,True,0,0.03571428571428571,2.0519567041703084,0.8075,1,6.59923439304457
3610,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,Legit,True,0,0.020833333333333332,1.6654083300081026,0.528,1,7.138560012905033
3611,6.8,0.18,0.46,1.4,0.064,37.0,160.0,0.9924,3.37,0.45,11.1,Legit,True,0,0.026470588235294117,2.925106835655751,0.6066,0,7.972871791055631
3612,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,Legit,True,0,0.04848484848484849,3.295017884191656,1.0304,0,2.408158808987832
3613,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,Legit,True,0,0.061111111111111116,1.6614943214713946,1.617,1,4.324643686273178
3614,6.9,0.19,0.39,8.0,0.0279999999999999,22.0,84.0,0.994,3.11,0.66,10.8,Legit,True,0,0.02753623188405797,2.400396792595916,0.5909,1,3.2267980583921387
3615,6.3,0.41,0.33,4.7,0.023,28.0,110.0,0.991,3.3,0.38,12.5,Legit,True,0,0.06507936507936508,2.6696952498876585,1.3529999999999998,1,3.855288943271133
3616,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,Legit,True,0,0.061111111111111116,1.6614943214713946,1.617,1,4.324643686273178
3617,7.0,0.2,0.34,2.1,0.049,12.0,136.0,0.9922,3.25,0.46,11.6,Legit,True,0,0.028571428571428574,1.028991510855053,0.65,1,6.3637851890792
3618,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,Legit,True,0,0.04848484848484849,3.295017884191656,1.0304,0,2.408158808987832
3619,7.7,0.26,0.34,6.4,0.05,36.0,163.0,0.9937,3.19,0.7,11.5,Legit,True,0,0.033766233766233764,2.8197376199566464,0.8294,0,3.9770569774188718
3620,6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,Legit,True,0,0.03333333333333333,3.86023424816477,0.6783,0,7.104731908271766
3621,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,Legit,True,0,0.044736842105263165,3.0689745276171307,1.0574000000000001,0,3.6899988242067776
3622,6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,Legit,True,0,0.03333333333333333,3.86023424816477,0.6783,0,7.104731908271766
3623,8.0,0.43,0.4,12.4,0.168,29.0,190.0,0.9991,3.07,0.64,9.2,Legit,True,0,0.05375,2.1038811253190337,1.3200999999999998,1,3.24823608927573
3624,7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,8.9,Legit,True,0,0.04,3.6046204502837784,0.9239999999999999,0,9.364767157926467
3625,6.4,0.26,0.4,1.7,0.179,5.0,60.0,0.9925,3.09,0.54,10.1,Legit,True,0,0.040625,0.6454972243679028,0.8034,1,6.705248539164749
3626,6.9,0.32,0.15,8.1,0.046,51.0,180.0,0.9958,3.13,0.45,8.9,Legit,True,0,0.0463768115942029,3.801315561749642,1.0016,0,3.2695211952766856
3627,8.9,0.21,0.34,7.1,0.037,33.0,150.0,0.9962,3.1,0.45,9.7,Legit,True,0,0.023595505617977526,2.694438717061496,0.651,0,4.354967498552775
3628,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,Legit,True,0,0.044736842105263165,3.0689745276171307,1.0574000000000001,0,3.6899988242067776
3629,9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,11.0,Legit,True,0,0.04421052631578947,1.8270005567822794,1.2852,1,8.308747227692393
3630,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,Legit,True,0,0.038157894736842106,2.5298221281347035,0.9106,0,3.915821217974346
3631,6.5,0.25,0.2,1.4,0.024,29.0,101.0,0.9916,3.24,0.54,10.8,Legit,True,0,0.038461538461538464,2.8856078516089685,0.81,1,7.710155385333168
3632,7.2,0.23,0.33,12.7,0.049,50.0,183.0,0.9987,3.41,0.4,9.8,Legit,True,0,0.03194444444444444,3.6961063547728643,0.7843000000000001,0,2.838699407553844
3633,7.9,0.35,0.36,1.6,0.038,11.0,124.0,0.9928,3.25,0.48,11.0,Legit,True,0,0.044303797468354424,0.987829161147262,1.1375,1,8.634119500016153
3634,8.8,0.2,0.28,1.1,0.018,18.0,72.0,0.9926,2.97,0.35,10.4,Legit,True,0,0.022727272727272728,2.121320343559643,0.5940000000000001,1,12.13040435817766
3635,5.7,0.27,0.32,1.2,0.046,20.0,155.0,0.9934,3.8,0.41,10.2,Legit,True,0,0.04736842105263158,1.6064386578049976,1.026,1,7.571747440142912
3636,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,Legit,True,0,0.038157894736842106,2.5298221281347035,0.9106,0,3.915821217974346
3637,5.5,0.14,0.27,4.6,0.0289999999999999,22.0,104.0,0.9949,3.34,0.44,9.0,Legit,True,0,0.025454545454545455,2.1572774865200244,0.4676,1,3.2738038962417684
3638,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,Legit,True,0,0.027586206896551724,1.3054598240132387,0.7392,1,19.02112971839592
3639,6.7,0.3,0.45,10.6,0.032,56.0,212.0,0.997,3.22,0.59,9.5,Legit,True,0,0.04477611940298507,3.8460957905632926,0.966,0,2.855971211725003
3640,5.5,0.14,0.27,4.6,0.0289999999999999,22.0,104.0,0.9949,3.34,0.44,9.0,Legit,True,0,0.025454545454545455,2.1572774865200244,0.4676,1,3.2738038962417684
3641,5.6,0.13,0.27,4.8,0.0279999999999999,22.0,104.0,0.9948,3.34,0.45,9.2,Legit,True,0,0.023214285714285715,2.1572774865200244,0.4342,1,3.2596491120160627
3642,7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,2.97,0.53,11.0,Legit,True,0,0.024324324324324322,2.9002094671369907,0.5346,0,5.7936328479681
3643,5.7,0.385,0.04,12.6,0.034,22.0,115.0,0.9964,3.28,0.63,9.9,Legit,True,0,0.06754385964912281,2.05151057812869,1.2628,1,2.3313552828820754
3644,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,Legit,True,0,0.027586206896551724,1.3054598240132387,0.7392,1,19.02112971839592
3645,8.3,0.33,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,9.3,Legit,True,0,0.03975903614457831,1.9599157740244455,1.1154,1,3.716003113778746
3646,6.8,0.34,0.44,6.6,0.052,28.0,156.0,0.9955,3.14,0.41,9.6,Legit,True,0,0.05,2.24179415327122,1.0676,1,3.5204527132236914
3647,6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5,Legit,True,0,0.04852941176470588,2.3293360538172467,1.0362,1,3.428805213846103
3648,6.3,0.28,0.24,8.45,0.031,32.0,172.0,0.9958,3.39,0.57,9.7,Legit,True,0,0.04444444444444445,2.4399771253216747,0.9492000000000002,0,2.9296334874405114
3649,11.8,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,9.7,Fraud,True,1,0.01949152542372881,1.3525044520011484,0.6739,1,4.825113785725801
3650,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,Legit,True,0,0.030882352941176472,3.3931841432697087,0.693,0,2.3744177597018736
3651,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,Legit,True,0,0.030882352941176472,3.3931841432697087,0.693,0,2.3744177597018736
3652,8.6,0.485,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,Legit,True,0,0.0563953488372093,1.8905706613989794,1.4598499999999999,1,5.576217739772186
3653,8.6,0.485,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,Legit,True,0,0.0563953488372093,1.8905706613989794,1.4598499999999999,1,5.576217739772186
3654,7.3,0.29,0.29,4.6,0.0289999999999999,27.0,155.0,0.9931,3.07,0.26,10.6,Legit,True,0,0.03972602739726027,2.1686921880367467,0.8902999999999999,1,4.405704179516848
3655,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,Legit,True,0,0.030882352941176472,3.3931841432697087,0.693,0,2.3744177597018736
3656,6.7,0.31,0.31,4.9,0.031,20.0,151.0,0.9926,3.36,0.82,12.0,Legit,True,0,0.04626865671641791,1.627576917542319,1.0415999999999999,1,3.949401794588702
3657,7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.9966,3.12,0.47,9.0,Legit,True,0,0.03972602739726027,2.986754902199874,0.9047999999999999,0,3.403565465522607
3658,5.7,0.46,0.46,1.4,0.04,31.0,169.0,0.9932,3.13,0.47,8.8,Legit,True,0,0.08070175438596491,2.3846153846153846,1.4398,0,7.036230692392936
3659,6.8,0.28,0.44,11.5,0.04,58.0,223.0,0.9969,3.22,0.56,9.5,Legit,True,0,0.0411764705882353,3.8839672750580654,0.9016000000000002,0,2.8031514850001096
3660,6.7,0.23,0.33,1.8,0.036,23.0,96.0,0.9925,3.32,0.4,10.8,Legit,True,0,0.034328358208955224,2.3474276701672125,0.7636,1,6.7306422978818885
3661,6.9,0.17,0.25,1.6,0.047,34.0,132.0,0.9914,3.16,0.48,11.4,Legit,True,0,0.02463768115942029,2.9593201512468634,0.5372,0,7.399178771528994
3662,7.6,0.18,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,Legit,True,0,0.02368421052631579,3.4263446117362424,0.648,0,6.357375543720142
3663,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,Legit,True,0,0.03333333333333333,3.801315561749642,0.726,0,3.84235666748858
3664,7.8,0.27,0.28,1.8,0.05,21.0,127.0,0.9934,3.15,0.44,9.9,Legit,True,0,0.03461538461538462,1.863448669773839,0.8505,1,7.837847524373281
3665,7.7,0.28,0.29,4.3,0.051,25.0,142.0,0.9939,3.16,0.39,10.2,Legit,True,0,0.03636363636363637,2.097953395741723,0.8848000000000001,1,4.785013709621694
3666,7.6,0.29,0.29,4.4,0.051,26.0,146.0,0.9939,3.16,0.39,10.2,Legit,True,0,0.038157894736842106,2.1517753103661565,0.9164,1,4.6786082162208995
3667,5.7,0.32,0.18,1.4,0.0289999999999999,26.0,104.0,0.9906,3.44,0.37,11.0,Legit,True,0,0.056140350877192984,2.5495097567963927,1.1008,1,6.876316358474915
3668,7.1,0.33,0.25,1.6,0.03,25.0,126.0,0.9901,3.22,0.34,12.1,Legit,True,0,0.04647887323943663,2.22717701593687,1.0626000000000002,1,7.775940349711516
3669,7.3,0.34,0.3,1.3,0.057,25.0,173.0,0.9948,3.26,0.51,9.1,Legit,True,0,0.04657534246575343,1.9007148031742638,1.1084,1,9.172669370071565
3670,6.5,0.19,0.26,5.2,0.04,31.0,140.0,0.995,3.26,0.68,9.5,Legit,True,0,0.02923076923076923,2.6199781896584016,0.6194,0,3.6666589547051998
3671,6.6,0.23,0.27,5.6,0.043,43.0,164.0,0.9953,3.27,0.76,9.5,Legit,True,0,0.03484848484848485,3.3577358806050306,0.7521,0,3.619368264177305
3672,6.6,0.27,0.29,5.3,0.045,57.0,189.0,0.9953,3.31,0.79,9.8,Legit,True,0,0.040909090909090916,4.1461399144838555,0.8937,0,3.7325806788044096
3673,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,Legit,True,0,0.03333333333333333,3.801315561749642,0.726,0,3.84235666748858
3674,7.6,0.18,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,Legit,True,0,0.02368421052631579,3.4263446117362424,0.648,0,6.357375543720142
3675,6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,9.6,Legit,True,0,0.052941176470588235,0.8980265101338746,1.188,1,7.493369166074625
3676,7.0,0.22,0.39,2.1,0.055,39.0,198.0,0.9951,3.52,0.54,10.2,Legit,True,0,0.03142857142857143,2.7716093126229358,0.7744,0,6.3814623701599755
3677,5.9,0.17,0.3,1.4,0.042,25.0,119.0,0.9931,3.68,0.72,10.5,Legit,True,0,0.0288135593220339,2.2917462425705284,0.6256,1,6.933428620588494
3678,7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,3.32,0.41,10.4,Fraud,True,1,0.06081081081081081,1.5716505559714824,1.494,1,3.7526339038023364
3679,6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,9.6,Legit,True,0,0.052941176470588235,0.8980265101338746,1.188,1,7.493369166074625
3680,7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.9959,3.22,0.33,10.7,Legit,True,0,0.056,1.8467610337532776,1.3524,1,3.2200503862230736
3681,7.5,0.33,0.32,11.1,0.036,25.0,119.0,0.9962,3.15,0.34,10.5,Legit,True,0,0.044000000000000004,2.2917462425705284,1.0395,1,3.1405354066694113
3682,9.4,0.3,0.32,10.7,0.0289999999999999,14.0,111.0,0.9958,2.85,0.42,10.6,Legit,True,0,0.031914893617021274,1.3288211940534986,0.855,1,3.9437485790863405
3683,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,Legit,True,0,0.021518987341772152,3.8375339303603124,0.5593,0,8.445738710924891
3684,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,Legit,True,0,0.021518987341772152,3.8375339303603124,0.5593,0,8.445738710924891
3685,8.2,0.17,0.32,1.5,0.05,17.0,101.0,0.994,3.14,0.58,9.5,Legit,True,0,0.020731707317073175,1.6915632233569815,0.5338,1,9.134655310635129
3686,8.3,0.17,0.31,1.5,0.049,48.0,153.0,0.9942,3.12,0.58,9.4,Legit,True,0,0.020481927710843374,3.880570000581328,0.5304000000000001,0,9.243790977428858
3687,8.7,0.15,0.3,1.6,0.046,29.0,130.0,0.9942,3.22,0.38,9.8,Legit,True,0,0.017241379310344827,2.5434682559903847,0.483,1,9.26205546365369
3688,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,Legit,True,0,0.021518987341772152,3.8375339303603124,0.5593,0,8.445738710924891
3689,7.2,0.25,0.19,8.0,0.044,51.0,172.0,0.9964,3.16,0.44,9.2,Legit,True,0,0.034722222222222224,3.888713543481419,0.79,0,3.390641119184969
3690,7.2,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,Legit,True,0,0.03333333333333333,3.995025315655368,0.7607999999999999,0,3.4391535206483135
3691,5.3,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,3.34,0.38,9.2,Legit,True,0,0.14339622641509434,2.799769575772148,2.5383999999999998,1,4.6318489523333355
3692,6.6,0.22,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,Legit,True,0,0.03333333333333333,1.8864844365675972,0.6468,1,2.454279797446114
3693,6.6,0.22,0.53,15.1,0.052,22.0,136.0,0.9986,2.94,0.35,9.4,Legit,True,0,0.03333333333333333,1.8864844365675972,0.6468,1,2.454279797446114
3694,8.4,0.28,0.4,8.9,0.048,33.0,146.0,0.9988,3.4,0.46,9.3,Legit,True,0,0.03333333333333333,2.7310994323878144,0.9520000000000001,0,3.7862021384689832
3695,6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,Legit,True,0,0.047058823529411764,0.4402254531628119,1.0208,1,3.6589561976726253
3696,6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,Legit,True,0,0.035820895522388055,2.574409875465939,0.8063999999999999,0,2.6818519407196724
3697,7.4,0.18,0.36,13.1,0.0559999999999999,72.0,163.0,1.0,3.42,0.35,9.1,Legit,True,0,0.024324324324324322,5.639475239913293,0.6155999999999999,0,2.864512203613009
3698,6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,Legit,True,0,0.02666666666666667,3.4763439588541063,0.5808,0,3.0178025923548324
3699,6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,Legit,True,0,0.035820895522388055,2.574409875465939,0.8063999999999999,0,2.6818519407196724
3700,6.8,0.28,0.35,2.3,0.042,16.0,85.0,0.9906,3.19,0.56,12.4,Legit,True,0,0.0411764705882353,1.7354436625492493,0.8932000000000001,1,5.930033303635297
3701,6.2,0.34,0.3,11.1,0.047,28.0,237.0,0.9981,3.18,0.49,8.7,Legit,True,0,0.054838709677419356,1.8187954468925664,1.0812000000000002,1,2.623129190244949
3702,6.0,0.27,0.15,1.5,0.0559999999999999,35.0,128.0,0.9936,3.12,0.45,8.8,Legit,True,0,0.045000000000000005,3.093592167691145,0.8424,0,6.842806307966817
3703,6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,Legit,True,0,0.02666666666666667,3.4763439588541063,0.5808,0,3.0178025923548324
3704,6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,Legit,True,0,0.047058823529411764,0.4402254531628119,1.0208,1,3.6589561976726253
3705,8.5,0.24,0.47,15.2,0.057,40.0,234.0,1.0005,3.02,0.66,9.0,Legit,True,0,0.028235294117647056,2.614881801842454,0.7248,0,3.138227906389198
3706,8.1,0.24,0.33,10.2,0.048,46.0,141.0,0.9972,3.16,0.48,10.3,Legit,True,0,0.02962962962962963,3.8738988369059872,0.7584,0,3.452109953139539
3707,7.4,0.18,0.36,13.1,0.0559999999999999,72.0,163.0,1.0,3.42,0.35,9.1,Legit,True,0,0.024324324324324322,5.639475239913293,0.6155999999999999,0,2.864512203613009
3708,7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,Legit,True,0,0.02987012987012987,4.3260898931299225,0.7176,0,3.224116106407699
3709,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,Legit,True,0,0.033846153846153845,3.745528735338494,0.726,0,2.320512551224315
3710,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,Legit,True,0,0.033846153846153845,3.745528735338494,0.726,0,2.320512551224315
3711,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,Legit,True,0,0.033846153846153845,3.745528735338494,0.726,0,2.320512551224315
3712,5.7,0.33,0.15,1.9,0.05,20.0,93.0,0.9934,3.38,0.62,9.9,Legit,True,0,0.05789473684210526,2.0739033894608507,1.1154,1,5.663510088226793
3713,7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,Legit,True,0,0.02987012987012987,4.3260898931299225,0.7176,0,3.224116106407699
3714,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,Legit,True,0,0.033846153846153845,3.745528735338494,0.726,0,2.320512551224315
3715,6.8,0.2,0.27,1.2,0.034,19.0,68.0,0.9902,3.14,0.37,11.7,Fraud,True,1,0.029411764705882356,2.3040884378451634,0.6280000000000001,1,8.878095825963213
3716,7.7,0.26,0.32,1.2,0.04,26.0,117.0,0.993,3.21,0.56,10.8,Legit,True,0,0.033766233766233764,2.4037008503093262,0.8346,1,10.095663253523881
3717,6.4,0.2,0.32,3.1,0.0409999999999999,18.0,126.0,0.9914,3.43,0.42,12.0,Legit,True,0,0.03125,1.6035674514745464,0.686,1,4.677576847251087
3718,8.0,0.16,0.36,1.5,0.033,14.0,122.0,0.9941,3.2,0.39,10.3,Fraud,True,1,0.02,1.2675004445952593,0.512,1,8.905470410368299
3719,6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,Legit,True,0,0.03676470588235294,3.787367930919287,0.7625,0,2.8663327301606905
3720,7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,Legit,True,0,0.05064935064935065,3.448174626796145,1.2441,0,4.557868832842026
3721,6.9,0.26,0.33,12.6,0.051,59.0,173.0,0.998,3.39,0.38,9.9,Legit,True,0,0.03768115942028986,4.4856869354912625,0.8814000000000001,0,2.743221663999287
3722,6.8,0.25,0.27,10.7,0.076,47.0,154.0,0.9967,3.05,0.38,9.0,Legit,True,0,0.03676470588235294,3.787367930919287,0.7625,0,2.8663327301606905
3723,7.7,0.39,0.28,4.9,0.035,36.0,109.0,0.9918,3.19,0.58,12.2,Legit,True,0,0.05064935064935065,3.448174626796145,1.2441,0,4.557868832842026
3724,6.0,0.28,0.22,12.15,0.048,42.0,163.0,0.9957,3.2,0.46,10.1,Legit,True,0,0.04666666666666667,3.289693889949421,0.8960000000000001,0,2.437489117990735
3725,6.5,0.43,0.28,12.0,0.0559999999999999,23.0,174.0,0.9986,3.31,0.55,9.3,Legit,True,0,0.06615384615384615,1.7436255002314778,1.4233,1,2.7018077295913705
3726,9.1,0.33,0.38,1.7,0.062,50.5,344.0,0.9958,3.1,0.7,9.5,Legit,True,0,0.03626373626373627,2.72277752338682,1.0230000000000001,0,9.494068126775312
3727,5.9,0.5,0.05,2.6,0.054,36.0,146.0,0.9948,3.43,0.5,9.2,Legit,True,0,0.0847457627118644,2.9793811989685244,1.715,0,4.9963548255619425
3728,6.8,0.28,0.39,1.4,0.036,15.0,115.0,0.9918,3.27,0.72,11.7,Legit,True,0,0.0411764705882353,1.3987572123604708,0.9156000000000001,1,8.087096315282789
3729,7.0,0.35,0.24,1.9,0.04,21.0,144.0,0.9923,3.35,0.38,11.0,Legit,True,0,0.049999999999999996,1.75,1.1724999999999999,1,6.9032834408734525
3730,7.1,0.22,0.32,16.9,0.0559999999999999,49.0,158.0,0.9998,3.37,0.38,9.6,Legit,True,0,0.030985915492957747,3.8982306924610772,0.7414000000000001,0,2.537436976981559
3731,7.1,0.22,0.32,16.9,0.0559999999999999,49.0,158.0,0.9998,3.37,0.38,9.6,Legit,True,0,0.030985915492957747,3.8982306924610772,0.7414000000000001,0,2.537436976981559
3732,8.3,0.24,0.27,2.1,0.03,22.0,162.0,0.9914,2.99,0.68,11.9,Legit,True,0,0.028915662650602407,1.7284832429004495,0.7176,1,7.548156321491163
3733,6.8,0.26,0.32,7.0,0.0409999999999999,38.0,118.0,0.9939,3.25,0.52,10.8,Legit,True,0,0.03823529411764706,3.4981835480136287,0.845,0,3.395142329558694
3734,7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55,10.1,Legit,True,0,0.022222222222222223,2.73942772960235,0.5408,0,3.518393061399388
3735,7.9,0.18,0.36,5.9,0.0579999999999999,31.0,132.0,0.995,3.25,0.52,10.9,Legit,True,0,0.022784810126582275,2.6982036673133165,0.585,0,4.183230872544864
3736,7.2,0.16,0.26,7.1,0.054,41.0,224.0,0.9966,3.38,0.55,10.1,Legit,True,0,0.022222222222222223,2.73942772960235,0.5408,0,3.518393061399388
3737,5.5,0.24,0.32,8.7,0.06,19.0,102.0,0.994,3.27,0.31,10.4,Legit,True,0,0.04363636363636363,1.8812803316556812,0.7847999999999999,1,2.5262684768512633
3738,7.1,0.33,0.64,13.2,0.0559999999999999,12.0,105.0,0.9972,3.05,0.39,9.2,Legit,True,0,0.04647887323943663,1.1710800875382399,1.0065,1,2.8003476875129008
3739,7.7,0.28,0.35,15.3,0.0559999999999999,31.0,117.0,0.9998,3.27,0.5,9.6,Legit,True,0,0.03636363636363637,2.86595101383035,0.9156000000000001,0,2.8590211226355895
3740,7.7,0.28,0.35,15.3,0.0559999999999999,31.0,117.0,0.9998,3.27,0.5,9.6,Legit,True,0,0.03636363636363637,2.86595101383035,0.9156000000000001,0,2.8590211226355895
3741,7.5,0.26,0.52,13.2,0.047,64.0,179.0,0.9982,3.1,0.46,9.0,Legit,True,0,0.034666666666666665,4.78358459361239,0.806,0,2.9247238297577534
3742,6.5,0.14,0.32,2.7,0.037,18.0,89.0,0.9924,3.4,0.74,11.5,Legit,True,0,0.02153846153846154,1.907996184011448,0.47600000000000003,1,5.075161228299232
3743,8.2,0.21,0.32,10.65,0.053,53.0,145.0,0.9972,3.17,0.48,10.2,Legit,True,0,0.025609756097560978,4.401410432248218,0.6657,0,3.4252347297720283
3744,7.2,0.2,0.31,10.0,0.054,49.0,165.0,0.997,3.4,0.42,9.9,Legit,True,0,0.02777777777777778,3.8146448263914623,0.68,0,3.086039696539423
3745,7.2,0.115,0.3,6.8,0.0559999999999999,26.0,105.0,0.9954,3.44,0.4,9.6,Legit,True,0,0.01597222222222222,2.5373401896661862,0.3956,1,3.5611291958735527
3746,6.4,0.29,0.2,15.6,0.04,20.0,142.0,0.9962,3.1,0.54,10.6,Legit,True,0,0.04531249999999999,1.6783627165933783,0.8989999999999999,1,2.3812890943129066
3747,7.1,0.33,0.64,13.2,0.0559999999999999,12.0,105.0,0.9972,3.05,0.39,9.2,Legit,True,0,0.04647887323943663,1.1710800875382399,1.0065,1,2.8003476875129008
3748,6.8,0.24,0.34,5.1,0.038,31.0,99.0,0.9921,3.24,0.46,11.8,Legit,True,0,0.03529411764705882,3.1156172273035576,0.7776000000000001,0,3.8931834960236484
3749,7.0,0.24,0.34,3.0,0.035,36.0,102.0,0.9905,3.18,0.43,12.2,Legit,True,0,0.03428571428571429,3.5645311547160277,0.7632,0,5.222556048018048
3750,7.7,0.28,0.35,15.3,0.0559999999999999,31.0,117.0,0.9998,3.27,0.5,9.6,Legit,True,0,0.03636363636363637,2.86595101383035,0.9156000000000001,0,2.8590211226355895
3751,7.0,0.22,0.33,2.1,0.052,15.0,76.0,0.993,3.2,0.41,10.6,Legit,True,0,0.03142857142857143,1.7206180040292132,0.7040000000000001,1,6.3814623701599755
3752,7.5,0.18,0.39,1.9,0.054,23.0,91.0,0.9941,3.27,0.45,10.3,Legit,True,0,0.024,2.4110551244604124,0.5886,1,7.213226779035118
3753,9.8,0.93,0.45,8.6,0.052,34.0,187.0,0.9994,3.12,0.59,10.2,Fraud,True,1,0.09489795918367347,2.486326242032244,2.9016,0,4.744086596531913
3754,7.8,0.29,0.33,8.75,0.035,33.0,181.0,0.9962,3.11,0.46,10.7,Legit,True,0,0.03717948717948718,2.452870682615649,0.9018999999999999,0,3.552503499810011
3755,7.9,0.28,0.32,3.6,0.038,9.0,76.0,0.992,3.05,0.31,11.7,Fraud,True,1,0.035443037974683546,1.0323708024175278,0.854,1,5.3602216256803645
3756,8.5,0.25,0.27,4.7,0.031,31.0,92.0,0.9922,3.01,0.33,12.0,Legit,True,0,0.029411764705882353,3.2319734178846593,0.7525,0,5.027388711419138
